% Model,ZnO piezo unit_2.mph
% Version,COMSOL 6.4.0.343
% Date,"Apr 30 2026, 21:00"
% Table,Resonant Frequency vs Pressure - 
% p_app (kPa),freq (MHz),Frequency (MHz),log|Z|,Conductance (S)
10,202.45,202.45,3.7016543868260037,3.961966018863398E-6
10,202.5,202.5,3.6732371177916914,3.877819691200939E-6
10,202.54999999999998,202.54999999999998,3.6470841780401906,3.797671397742662E-6
10,202.6,202.6,3.6228851160993965,3.7211763296841926E-6
10,202.64999999999998,202.64999999999998,3.600388415171787,3.6480327026611565E-6
10,202.7,202.7,3.5793875347363215,3.5779750850494596E-6
10,202.75,202.75,3.55971084339995,3.5107689264443065E-6
10,202.79999999999998,202.79999999999998,3.5412142117481427,3.4462060444294987E-6
10,202.85,202.85,3.5237754653548086,3.384100881152275E-6
10,202.89999999999998,202.89999999999998,3.507290165089975,3.324287382193543E-6
10,202.95,202.95,3.4916683516573115,3.266616381241827E-6
10,203,203,3.47683200200151,3.2109533982132113E-6
10,203.04999999999998,203.04999999999998,3.462713018965709,3.157176777020169E-6
10,203.1,203.1,3.4492516257126864,3.1051761038086257E-6
10,203.14999999999998,203.14999999999998,3.4363950710979276,3.054850857843559E-6
10,203.2,203.2,3.4240965765776648,3.0061092563056404E-6
10,203.25,203.25,3.412314472629061,2.9588672613988025E-6
10,203.29999999999998,203.29999999999998,3.401011485275255,2.913047723903007E-6
10,203.35,203.35,3.3901541425173654,2.8685796419354146E-6
10,203.39999999999998,203.39999999999998,3.3797122773325627,2.8253975173223226E-6
10,203.45,203.45,3.3696586090201963,2.7834407950826714E-6
10,203.5,203.5,3.359968388553757,2.7426533738878995E-6
10,203.54999999999998,203.54999999999998,3.350619096571673,2.702983177442717E-6
10,203.6,203.6,3.341590184912696,2.664381778336228E-6
10,203.64999999999998,203.64999999999998,3.332862854392124,2.626804067314362E-6
10,203.7,203.7,3.324419862886099,2.59020796202896E-6
10,203.75,203.75,3.316245358908028,2.5545541503042665E-6
10,203.79999999999998,203.79999999999998,3.3083247367156017,2.5198058638036668E-6
10,203.85,203.85,3.3006445096894157,2.4859286785479217E-6
10,203.89999999999998,203.89999999999998,3.2931921992848956,2.452890339507588E-6
10,203.95,203.95,3.2859562373042834,2.4206606070234017E-6
10,204,204,3.2789258796084684,2.3892111230376952E-6
10,204.04999999999998,204.04999999999998,3.2720911296860016,2.3585152959310553E-6
10,204.1,204.1,3.265442670741576,2.3285482031727014E-6
10,204.14999999999998,204.14999999999998,3.2589718051686516,2.299286511129403E-6
10,204.2,204.2,3.2526704004378155,2.2707084124215096E-6
10,204.25,204.25,3.2465308405700757,2.2427935814242143E-6
10,204.29999999999998,204.29999999999998,3.240545982477661,2.2155231495785614E-6
10,204.35,204.35,3.234709116547956,2.188879702754473E-6
10,204.39999999999998,204.39999999999998,3.2290139309231485,2.1628473046508567E-6
10,204.45,204.45,3.2234544789885513,2.1374115514465267E-6
10,204.5,204.5,3.2180251496291588,2.1125596655254946E-6
10,204.54999999999998,204.54999999999998,3.2127206398471335,2.08828063930783E-6
10,204.6,204.6,3.207535929352858,2.064565444897404E-6
10,204.64999999999998,204.64999999999998,3.202466256743263,2.0414073322033374E-6
10,204.7,204.7,3.197507096862819,2.0188022483652577E-6
10,204.75,204.75,3.192654138902232,1.9967494268566085E-6
10,204.79999999999998,204.79999999999998,3.1879032647019354,1.975252218481237E-6
10,204.85,204.85,3.183250526592347,1.9543192741383327E-6
10,204.89999999999998,204.89999999999998,3.178692123874987,1.933966249773792E-6
10,204.95,204.95,3.1742243766803373,1.914218303984611E-6
10,205,205,3.1698436953359153,1.8951138280019423E-6
10,205.04999999999998,205.04999999999998,3.1655465423769678,1.8767101442543821E-6
